,Type,Date,City,Officer-defined ethnicity,Self-defined ethnicity,Gender,Age range,Removal of more than just outer clothing,Outcome
9783,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9784,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,over 34,False,A no further action disposal
9785,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9786,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9787,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9788,Person search,2020-05,Colchester,Asian,Asian/Asian British - Indian,Male,18-24,False,A no further action disposal
9789,Person search,2020-05,Colchester,White,White - Any other White background,Male,18-24,False,A no further action disposal
9790,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,A no further action disposal
9791,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9792,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9793,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9794,Person search,2020-05,Colchester,Other,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,10-17,False,A no further action disposal
9795,Person search,2020-05,Colchester,Other,Mixed/Multiple ethnic groups - White and Black African,Male,25-34,False,A no further action disposal
9796,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9797,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9798,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9799,Person search,2020-05,Colchester,Black,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,over 34,False,A no further action disposal
9800,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9801,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9802,Person search,2020-05,Colchester,White,White - Any other White background,Male,25-34,False,A no further action disposal
9803,Person search,2020-05,Colchester,White,White - Any other White background,Male,25-34,False,A no further action disposal
9804,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9805,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9806,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9807,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
9808,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9809,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
9810,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,over 34,False,A no further action disposal
9811,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
9812,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9813,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9814,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
9815,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9816,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9817,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9818,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
9819,Person search,2020-05,Colchester,Asian,Other ethnic group - Not stated,Male,10-17,False,A no further action disposal
9820,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,over 34,False,A no further action disposal
9821,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9822,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9823,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9824,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9825,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9826,Person search,2020-05,Colchester,White,Other ethnic group - Not stated,Male,over 34,False,A no further action disposal
9827,Person search,2020-05,Colchester,White,Other ethnic group - Not stated,Male,25-34,False,A no further action disposal
9828,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
9829,Person search,2020-05,Colchester,White,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
9830,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9831,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9832,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,Khat or Cannabis warning
9833,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,Community resolution
9834,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
9835,Person and Vehicle search,2020-05,Colchester,Asian,Asian/Asian British - Pakistani,Male,18-24,False,A no further action disposal
9836,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9837,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9838,Person search,2020-05,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,18-24,False,Khat or Cannabis warning
9839,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9840,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9841,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,18-24,False,Khat or Cannabis warning
9842,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,18-24,False,A no further action disposal
9843,Person search,2020-05,Colchester,White,Other ethnic group - Not stated,Male,18-24,False,A no further action disposal
9844,Person search,2020-05,Colchester,White,White - Any other White background,Male,25-34,False,Community resolution
9845,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,10-17,False,A no further action disposal
9846,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Community resolution
9847,Person search,2020-05,Colchester,White,White - Any other White background,Male,25-34,False,Community resolution
9848,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9849,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
9850,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,Arrest
9851,Person search,2020-05,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
9852,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
9853,Person and Vehicle search,2020-05,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,18-24,False,A no further action disposal
9854,Person and Vehicle search,2020-05,Colchester,Asian,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
9855,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Female,25-34,False,Arrest
9856,Person and Vehicle search,2020-05,Colchester,Asian,Asian/Asian British - Bangladeshi,Male,18-24,False,A no further action disposal
9857,Person search,2020-05,Colchester,White,White - Any other White background,Male,10-17,False,Arrest
9858,Person search,2020-05,Colchester,Asian,Asian/Asian British - Any other Asian background,Male,25-34,False,Arrest
9859,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,False,A no further action disposal
9860,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,Arrest
9861,Person search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,over 34,True,A no further action disposal
9862,Person and Vehicle search,2020-05,Colchester,White,White - English/Welsh/Scottish/Northern Irish/British,Male,25-34,False,A no further action disposal
